_id,Timestamp,Redemption Count,Sales Count
374,2024-09-15T19:30:00,69,48
375,2024-09-15T19:15:00,78,63
376,2024-09-15T19:00:00,99,83
377,2024-09-15T18:45:00,84,102
378,2024-09-15T18:30:00,80,57
379,2024-09-15T18:15:00,96,81
380,2024-09-15T18:00:00,98,94
381,2024-09-15T17:45:00,128,142
382,2024-09-15T17:30:00,216,181
383,2024-09-15T17:15:00,176,153
384,2024-09-15T17:00:00,159,145
385,2024-09-15T16:45:00,164,150
386,2024-09-15T16:30:00,242,196
387,2024-09-15T16:15:00,175,149
388,2024-09-15T16:00:00,278,258
389,2024-09-15T15:45:00,266,251
390,2024-09-15T15:30:00,239,234
391,2024-09-15T15:15:00,229,210
392,2024-09-15T15:00:00,233,190
393,2024-09-15T14:45:00,254,227
394,2024-09-15T14:30:00,295,219
395,2024-09-15T14:15:00,309,279
396,2024-09-15T14:00:00,293,258
397,2024-09-15T13:45:00,300,251
398,2024-09-15T13:30:00,321,262
399,2024-09-15T13:15:00,226,184
400,2024-09-15T13:00:00,284,299
401,2024-09-15T12:45:00,359,294
402,2024-09-15T12:30:00,254,221
403,2024-09-15T12:15:00,355,308
404,2024-09-15T12:00:00,273,263
405,2024-09-15T11:45:00,199,214
406,2024-09-15T11:30:00,255,192
407,2024-09-15T11:15:00,191,149
408,2024-09-15T11:00:00,309,236
409,2024-09-15T10:45:00,160,184
410,2024-09-15T10:30:00,184,130
411,2024-09-15T10:15:00,174,162
412,2024-09-15T10:00:00,149,165
413,2024-09-15T09:45:00,131,95
414,2024-09-15T09:30:00,194,197
415,2024-09-15T09:15:00,56,96
416,2024-09-15T09:00:00,81,117
417,2024-09-15T08:45:00,47,66
418,2024-09-15T08:30:00,25,61
419,2024-09-15T08:15:00,9,34
420,2024-09-15T08:00:00,17,31
421,2024-09-15T07:45:00,10,26
422,2024-09-15T07:30:00,9,17
423,2024-09-15T07:15:00,0,5
424,2024-09-15T07:00:00,11,17
425,2024-09-15T06:45:00,5,6
426,2024-09-15T06:30:00,4,11
427,2024-09-15T06:15:00,0,8
428,2024-09-15T05:00:00,0,1
429,2024-09-15T04:45:00,0,3
430,2024-09-15T02:30:00,0,3
431,2024-09-15T01:45:00,0,1
432,2024-09-15T01:15:00,0,4
433,2024-09-15T00:45:00,0,11
434,2024-09-15T00:30:00,0,15
435,2024-09-15T00:15:00,0,16
436,2024-09-15T00:00:00,0,14
437,2024-09-14T23:45:00,0,14
438,2024-09-14T23:30:00,7,7
439,2024-09-14T23:15:00,2,27
440,2024-09-14T23:00:00,3,18
441,2024-09-14T22:45:00,1,29
442,2024-09-14T22:30:00,22,26
443,2024-09-14T22:15:00,5,38
444,2024-09-14T22:00:00,7,17
445,2024-09-14T21:45:00,9,19
446,2024-09-14T21:30:00,16,86
447,2024-09-14T21:15:00,13,25
448,2024-09-14T21:00:00,17,33
449,2024-09-14T20:45:00,22,41
450,2024-09-14T20:30:00,40,40
451,2024-09-14T20:15:00,49,51
452,2024-09-14T20:00:00,29,39
453,2024-09-14T19:45:00,62,53
454,2024-09-14T19:30:00,82,88
455,2024-09-14T19:15:00,82,75
456,2024-09-14T19:00:00,111,111
457,2024-09-14T18:45:00,65,65
458,2024-09-14T18:30:00,140,128
459,2024-09-14T18:15:00,141,135
460,2024-09-14T18:00:00,146,146
461,2024-09-14T17:45:00,137,138
462,2024-09-14T17:30:00,214,188
463,2024-09-14T17:15:00,121,132
464,2024-09-14T17:00:00,205,151
465,2024-09-14T16:45:00,167,178
466,2024-09-14T16:30:00,306,239
467,2024-09-14T16:15:00,237,204
468,2024-09-14T16:00:00,308,275
469,2024-09-14T15:45:00,252,261
470,2024-09-14T15:30:00,251,250
471,2024-09-14T15:15:00,292,228
472,2024-09-14T15:00:00,358,279
473,2024-09-14T14:45:00,310,276
474,2024-09-14T14:30:00,332,254
475,2024-09-14T14:15:00,289,244
476,2024-09-14T14:00:00,323,267
477,2024-09-14T13:45:00,291,264
478,2024-09-14T13:30:00,337,286
479,2024-09-14T13:15:00,363,303
480,2024-09-14T13:00:00,288,285
481,2024-09-14T12:45:00,339,302
482,2024-09-14T12:30:00,349,324
483,2024-09-14T12:15:00,352,257
484,2024-09-14T12:00:00,346,316
485,2024-09-14T11:45:00,246,256
486,2024-09-14T11:30:00,234,246
487,2024-09-14T11:15:00,239,197
488,2024-09-14T11:00:00,284,217
489,2024-09-14T10:45:00,204,169
490,2024-09-14T10:30:00,295,143
491,2024-09-14T10:15:00,258,124
492,2024-09-14T10:00:00,193,215
493,2024-09-14T09:45:00,192,136
494,2024-09-14T09:30:00,126,144
495,2024-09-14T09:15:00,94,128
496,2024-09-14T09:00:00,103,65
497,2024-09-14T08:45:00,21,46
498,2024-09-14T08:30:00,20,44
499,2024-09-14T08:15:00,24,42
500,2024-09-14T08:00:00,11,43
501,2024-09-14T07:45:00,7,16
502,2024-09-14T07:30:00,8,12
503,2024-09-14T07:15:00,12,35
504,2024-09-14T07:00:00,3,18
505,2024-09-14T06:45:00,5,11
506,2024-09-14T06:30:00,10,5
507,2024-09-14T06:15:00,0,3
508,2024-09-14T05:45:00,0,4
509,2024-09-14T04:45:00,0,5
510,2024-09-14T03:15:00,0,1
511,2024-09-14T03:00:00,0,16
512,2024-09-14T02:30:00,0,2
513,2024-09-14T02:15:00,0,2
514,2024-09-14T02:00:00,0,3
515,2024-09-14T01:45:00,0,11
516,2024-09-14T01:30:00,0,9
517,2024-09-14T01:15:00,0,3
518,2024-09-14T01:00:00,0,3
519,2024-09-14T00:45:00,0,3
520,2024-09-14T00:30:00,0,11
521,2024-09-14T00:15:00,0,10
522,2024-09-14T00:00:00,0,20
523,2024-09-13T23:45:00,0,2
524,2024-09-13T23:30:00,3,41
525,2024-09-13T23:15:00,3,83
526,2024-09-13T23:00:00,4,47
527,2024-09-13T22:45:00,11,16
528,2024-09-13T22:30:00,12,39
529,2024-09-13T22:15:00,7,33
530,2024-09-13T22:00:00,6,23
531,2024-09-13T21:45:00,5,24
532,2024-09-13T21:30:00,20,57
533,2024-09-13T21:15:00,2,18
534,2024-09-13T21:00:00,13,39
535,2024-09-13T20:45:00,29,65
536,2024-09-13T20:30:00,23,37
537,2024-09-13T20:15:00,15,34
538,2024-09-13T20:00:00,21,30
539,2024-09-13T19:45:00,19,23
540,2024-09-13T19:30:00,71,59
541,2024-09-13T19:15:00,41,45
542,2024-09-13T19:00:00,25,41
543,2024-09-13T18:45:00,47,73
544,2024-09-13T18:30:00,62,70
545,2024-09-13T18:15:00,36,42
546,2024-09-13T18:00:00,65,55
547,2024-09-13T17:45:00,62,64
548,2024-09-13T17:30:00,109,93
549,2024-09-13T17:15:00,87,75
550,2024-09-13T17:00:00,76,85
551,2024-09-13T16:45:00,112,98
552,2024-09-13T16:30:00,93,104
553,2024-09-13T16:15:00,171,164
554,2024-09-13T16:00:00,120,123
555,2024-09-13T15:45:00,117,115
556,2024-09-13T15:30:00,131,138
557,2024-09-13T15:15:00,135,282
558,2024-09-13T15:00:00,95,109
559,2024-09-13T14:45:00,92,95
560,2024-09-13T14:30:00,155,122
561,2024-09-13T14:15:00,97,106
562,2024-09-13T14:00:00,106,173
563,2024-09-13T13:45:00,96,104
564,2024-09-13T13:30:00,131,120
565,2024-09-13T13:15:00,104,103
566,2024-09-13T13:00:00,89,90
567,2024-09-13T12:45:00,103,143
568,2024-09-13T12:30:00,136,151
569,2024-09-13T12:15:00,119,109
570,2024-09-13T12:00:00,120,119
571,2024-09-13T11:45:00,126,115
572,2024-09-13T11:30:00,100,106
573,2024-09-13T11:15:00,74,60
574,2024-09-13T11:00:00,143,113
575,2024-09-13T10:45:00,104,83
576,2024-09-13T10:30:00,67,68
577,2024-09-13T10:15:00,104,82
578,2024-09-13T10:00:00,78,52
579,2024-09-13T09:45:00,40,34
580,2024-09-13T09:30:00,50,43
581,2024-09-13T09:15:00,42,27
582,2024-09-13T09:00:00,30,47
583,2024-09-13T08:45:00,9,16
584,2024-09-13T08:30:00,28,44
585,2024-09-13T08:15:00,26,11
586,2024-09-13T08:00:00,11,6
587,2024-09-13T07:45:00,12,29
588,2024-09-13T07:30:00,17,12
589,2024-09-13T07:15:00,4,4
590,2024-09-13T07:00:00,7,26
591,2024-09-13T06:45:00,6,6
592,2024-09-13T06:30:00,22,13
593,2024-09-13T06:15:00,0,2
594,2024-09-13T03:30:00,0,1
595,2024-09-13T02:45:00,0,2
596,2024-09-13T01:15:00,0,2
597,2024-09-13T01:00:00,0,1
598,2024-09-13T00:45:00,0,3
599,2024-09-13T00:30:00,0,4
600,2024-09-12T23:45:00,2,2
601,2024-09-12T23:30:00,5,3
602,2024-09-12T23:15:00,4,3
603,2024-09-12T23:00:00,6,5
604,2024-09-12T22:45:00,5,7
605,2024-09-12T22:30:00,5,12
606,2024-09-12T22:15:00,1,3
607,2024-09-12T22:00:00,3,9
608,2024-09-12T21:45:00,4,6
609,2024-09-12T21:30:00,2,11
610,2024-09-12T21:15:00,6,11
611,2024-09-12T21:00:00,3,5
612,2024-09-12T20:45:00,14,15
613,2024-09-12T20:30:00,12,24
614,2024-09-12T20:15:00,4,6
615,2024-09-12T20:00:00,5,13
616,2024-09-12T19:45:00,6,18
617,2024-09-12T19:30:00,41,28
618,2024-09-12T19:15:00,35,32
619,2024-09-12T19:00:00,44,41
620,2024-09-12T18:45:00,58,52
621,2024-09-12T18:30:00,45,36
622,2024-09-12T18:15:00,52,52
623,2024-09-12T18:00:00,71,71
624,2024-09-12T17:45:00,39,38
625,2024-09-12T17:30:00,111,89
626,2024-09-12T17:15:00,64,53
627,2024-09-12T17:00:00,41,39
628,2024-09-12T16:45:00,77,46
629,2024-09-12T16:30:00,216,192
630,2024-09-12T16:15:00,63,59
631,2024-09-12T16:00:00,170,99
632,2024-09-12T15:45:00,101,97
633,2024-09-12T15:30:00,114,112
634,2024-09-12T15:15:00,117,126
635,2024-09-12T15:00:00,100,93
636,2024-09-12T14:45:00,79,74
637,2024-09-12T14:30:00,122,97
638,2024-09-12T14:15:00,85,92
639,2024-09-12T14:00:00,94,97
640,2024-09-12T13:45:00,96,117
641,2024-09-12T13:30:00,133,84
642,2024-09-12T13:15:00,139,118
643,2024-09-12T13:00:00,56,67
644,2024-09-12T12:45:00,135,121
645,2024-09-12T12:30:00,127,99
646,2024-09-12T12:15:00,119,111
647,2024-09-12T12:00:00,165,159
648,2024-09-12T11:45:00,88,96
649,2024-09-12T11:30:00,109,97
650,2024-09-12T11:15:00,77,82
651,2024-09-12T11:00:00,95,71
652,2024-09-12T10:45:00,78,77
653,2024-09-12T10:30:00,46,76
654,2024-09-12T10:15:00,55,55
655,2024-09-12T10:00:00,56,90
656,2024-09-12T09:45:00,68,52
657,2024-09-12T09:30:00,265,281
658,2024-09-12T09:15:00,29,36
659,2024-09-12T09:00:00,30,32
660,2024-09-12T08:45:00,3,12
661,2024-09-12T08:30:00,20,21
662,2024-09-12T08:15:00,24,23
663,2024-09-12T08:00:00,15,11
664,2024-09-12T07:45:00,7,8
665,2024-09-12T07:30:00,26,24
666,2024-09-12T07:15:00,10,13
667,2024-09-12T07:00:00,3,2
668,2024-09-12T06:45:00,12,19
669,2024-09-12T06:30:00,13,8
670,2024-09-12T06:15:00,2,2
671,2024-09-12T03:30:00,0,2
672,2024-09-12T02:30:00,0,2
673,2024-09-12T00:30:00,0,2
674,2024-09-12T00:15:00,0,2
675,2024-09-12T00:00:00,0,2
676,2024-09-11T23:45:00,1,0
677,2024-09-11T23:30:00,5,7
678,2024-09-11T23:15:00,0,10
679,2024-09-11T23:00:00,9,5
680,2024-09-11T22:45:00,0,5
681,2024-09-11T22:30:00,9,4
682,2024-09-11T22:15:00,2,2
683,2024-09-11T22:00:00,7,8
684,2024-09-11T21:45:00,2,1
685,2024-09-11T21:30:00,6,1
686,2024-09-11T21:15:00,7,12
687,2024-09-11T21:00:00,23,23
688,2024-09-11T20:45:00,10,13
689,2024-09-11T20:30:00,30,19
690,2024-09-11T20:15:00,26,21
691,2024-09-11T20:00:00,14,13
692,2024-09-11T19:45:00,12,15
693,2024-09-11T19:30:00,56,46
694,2024-09-11T19:15:00,31,27
695,2024-09-11T19:00:00,40,42
696,2024-09-11T18:45:00,63,60
697,2024-09-11T18:30:00,47,47
698,2024-09-11T18:15:00,49,43
699,2024-09-11T18:00:00,122,104
700,2024-09-11T17:45:00,40,47
701,2024-09-11T17:30:00,78,55
702,2024-09-11T17:15:00,48,42
703,2024-09-11T17:00:00,49,66
704,2024-09-11T16:45:00,91,83
705,2024-09-11T16:30:00,83,57
706,2024-09-11T16:15:00,44,46
707,2024-09-11T16:00:00,71,65
708,2024-09-11T15:45:00,74,88
709,2024-09-11T15:30:00,61,66
710,2024-09-11T15:15:00,80,74
711,2024-09-11T15:00:00,76,67
712,2024-09-11T14:45:00,42,57
713,2024-09-11T14:30:00,99,74
714,2024-09-11T14:15:00,63,57
715,2024-09-11T14:00:00,93,85
716,2024-09-11T13:45:00,70,64
717,2024-09-11T13:30:00,90,110
718,2024-09-11T13:15:00,106,121
719,2024-09-11T13:00:00,62,57
720,2024-09-11T12:45:00,83,78
721,2024-09-11T12:30:00,72,70
722,2024-09-11T12:15:00,81,87
723,2024-09-11T12:00:00,76,83
724,2024-09-11T11:45:00,94,95
725,2024-09-11T11:30:00,78,93
726,2024-09-11T11:15:00,58,44
727,2024-09-11T11:00:00,126,75
728,2024-09-11T10:45:00,94,88
729,2024-09-11T10:30:00,149,139
730,2024-09-11T10:15:00,57,60
731,2024-09-11T10:00:00,20,20
732,2024-09-11T09:45:00,39,25
733,2024-09-11T09:30:00,80,76
734,2024-09-11T09:15:00,17,23
